Actual Summary,Model Summary
"Don McLean's ""American Pie"" lyrics auctioned for $1.2 million. The song is dense with symbolism; McLean says lyrics, notes will reveal meaning. ""Pie"" is McLean's biggest hit, was No. 1 in 1972.
","Don McLean's manuscript of ""American Pie"" sells for $1.2 million. It's the 3rd highest auction price for an American literary manuscript. "
"Mindy Kaling's brother Vijay Chokalingam pretended to be black to get into med school. Jeff Yang: That's offensive and ironic, considering that minorities experience many disadvantages.
",Mindy Kaling's brother Vijay Chokalingam says he pretended to be African-American to get into medical school. 
"The actor says he's not planning on seeing the buzzed-about documentary. He called Scientology ""brilliant"" Travolta credits the church with helping him deal with his son's death.
","John Travolta says he has not seen HBO's ""Going Clear: Scientology and the Prison of Belief"" The actor is one of the Church of Scientology's most high-profile members. "
"Anthony Ray Hinton goes free Friday, decades after conviction for two murders. Court ordered new trial in 2014, years after gun experts testified on his behalf. Prosecution moved to dismiss charges this year.
",Anthony Ray Hinton was convicted of murder in the 1985 deaths of two Birmingham-area restaurant managers. A new trial was ordered in 2014 after firearms experts testified 12 years earlier that the revolver Hinton used in the crimes could not be matched to evidence in either case. 
"B.B King is now out of the hospital and back at home. Bluesman suffered from dehydration and exhaustion after a 2014 show in Chicago. B.B. is short for Blues Boy, part of the name he used as a Memphis disc jockey.
","""I'm feeling much better,"" B.B. King says in a statement. His daughter says dehydration was caused by his Type II diabetes. "
"Animal Planet captures Katie the giraffe's labor and delivery. The new baby wiggles its ears, rises, tries to nurse from its mom.
","Katie, a giraffe at the Dallas Zoo, gave birth to a baby early Friday evening. The birth was captured by 10 cameras and streamed live by Animal Planet. "
"U.S. official said in February that Iraqi troops could go into Mosul in April or May. Officials say now that there's no timetable, an invasion could come sooner or later. They note that recapturing Mosul from ISIS could be a complicated endeavor.
","A U.S. official says Washington is ""not putting a timeframe on"" a possible invasion of Mosul. "
"The smash hit series ""Game of Thrones"" returns for a fifth season Sunday. Major story arcs should start to converge this year.
","The fifth season of ""Game of Thrones"" premieres Sunday. Doug Gross, a writer for Nerdwallet, explains what to expect. "
"Bi apologizes on social media: ""My personal speech has led to grave social consequences"" Chinese TV star filmed cursing the late Chairman Mao Zedong. Making disrespectful references to China's leaders in public is still taboo.
","Bi Fujian, who works for state-run CCTV, is known for impromptu satire. He was filmed at a dinner party singing a revolutionary song that eulogizes the Communist Party's early years when he started going off script. "
"Survivor Jeff Bauman stresses ""we will never replace the lives that were lost"" A man who was at the finish line is glad Dzhokhar Tsarnaev is now a ""convicted killer"" ""Justice has been served today,"" says a once wounded police officer.
","Dzhokhar Tsarnaev is found guilty on all 30 counts in the 2013 Boston Marathon bombings. Tsarnaev's family says he and his brother, Tamerlan, ""failed monumentally"" in striking fear in people. "
"Richard Dysart best known for Leland McKenzie in ""L.A. Law"" Dysart had many TV and film roles, including spots in ""Being There"" and ""The Thing"" Actor won Drama Desk award for performance in theatrical ""That Championship Season""
","Richard Dysart played cranky senior partner Leland McKenzie on ""L.A. Law"" He also played Coach in the original 1972 Broadway production of ""That Championship Season"" Dysart was nominated for the Emmy for outstanding supporting actor in a drama series four straight years. "
"Ed Royce: Best predictor of Iran's future behavior is its past behavior. New framework keeps Iran's nuclear door well and truly open, he says.
","President Obama is giving up enormous leverage in his nuclear deal with Iran, says Peter Bergen. "
"U.S., Venezuelan relations threaten to overshadow Obama, Castro meeting. Venezuelan President says United States moved to oust him; he has the support of the Cuban foreign minister.
",Venezuelan President Nicolas Maduro has accused the U.S. of trying to topple his government. Cuba has historically been the wrench in the diplomatic machinery. 
"There are few similarities between Democrats Martin O'Malley and Jim Webb. But they find themselves in a similar position as long-shot presidential hopefuls.
","Martin O'Malley and Jim Webb shared a stage at the Polk County Democrats Awards Dinner in Des Moines, Iowa, on Friday night. Both Democrats are toying with a presidential run, and both are facing long odds in that endeavor. "
"Mullah Omar, the reclusive founder of the Afghan Taliban, is still in charge, a new biography claims. An ex-Taliban insider says there have been rumors that the one-eyed militant is dead.
",Mullah Mohammed Omar is credited with founding the Taliban in the early 1990s. A Taliban biography says he is still the leader of the group. Observers say the Taliban is trying to dispel rumors of Omar's demise. 
"The Internet is raging about a cat going #UporDown. The debate is fueled by an optical illusion photo. The story brings to mind the furor over #TheDress.
",A photo of a cat coming down some stairs is trending on social media. The picture was apparently uploaded on Imgur and has caught fire. 
